timestamp,ip_address,country,latitude,longitude,protocol,attack_type,login_attempts,session_duration,unique_ports,payload_size,cluster,attacker_profile,threat_score,mitre_id,mitre_technique,mitre_tactic,mitre_severity,hour,attack_speed,is_night_attacker,preferred_hour,retry_rate,is_persistent,gave_up_quickly,is_focused,is_scanner,is_slow_attacker,is_aggressive,stealth_score,behavior_persona
2024-01-25 01:17:44,47.222.36.145,UK,56.9564,-1.5013,SMTP,xss,80,110.62,23,500,0,Driven Explorer,59,T1189,Drive-by Compromise,Initial Access,High,1,1.365679012345679,True,1,0.7167174341515857,True,False,False,True,False,False,45,Script Kiddie
2024-01-07 01:47:33,95.79.184.84,Russia,57.9427,106.6505,DNS,directory_traversal,97,50.67,22,10415,0,Driven Explorer,64,T1083,File and Directory Discovery,Discovery,Medium,1,0.5170408163265307,True,1,1.8772982388233017,True,False,False,True,False,True,45,Script Kiddie
2024-01-22 07:39:03,125.155.113.107,Iran,28.2775,49.2141,FTP,port_scan,21,33.02,43,27888,2,Casual Scanner,19,T1046,Network Service Discovery,Discovery,Medium,7,1.500909090909091,False,7,0.6172839506172839,False,False,False,True,False,False,0,Researcher/Scanner
2024-01-19 06:43:43,57.101.252.154,Japan,36.3283,136.7046,SSH,brute_force,125,63.47,20,3076,0,Driven Explorer,72,T1110,Brute Force,Credential Access,High,6,0.5037301587301587,True,6,1.9388863037071506,True,False,False,True,False,True,45,Script Kiddie
2024-01-11 07:16:18,45.33.97.137,Germany,49.1799,7.5638,SMTP,port_scan,31,1.42,48,28323,2,Casual Scanner,26,T1046,Network Service Discovery,Discovery,Medium,7,0.044375,False,7,12.809917355371901,False,True,False,True,False,True,0,Script Kiddie
2024-01-24 11:25:55,221.80.147.110,Romania,46.5304,26.6473,RDP,xss,11,52.63,30,5202,2,Casual Scanner,12,T1189,Drive-by Compromise,Initial Access,High,11,4.385833333333333,False,11,0.20510908073839268,False,False,False,True,False,False,0,Researcher/Scanner
2024-01-26 12:20:10,23.111.216.28,France,47.629,0.1089,HTTP,xss,159,55.48,45,23814,0,Driven Explorer,80,T1189,Drive-by Compromise,Initial Access,High,12,0.34675,False,12,2.8151558073654392,True,False,False,True,False,True,25,Script Kiddie
2024-01-08 20:47:21,163.29.135.131,Iran,31.4324,49.4745,HTTP,sql_injection,86,93.6,5,33555,2,Casual Scanner,40,T1190,Exploit Public-Facing Application,Initial Access,Critical,20,1.0758620689655172,False,20,0.9090909090909092,True,False,True,False,False,False,50,Script Kiddie
2024-01-05 19:15:06,195.194.167.20,India,22.8675,82.1524,HTTP,credential_stuffing,66,24.07,39,10118,0,Driven Explorer,54,T1078,Valid Accounts,Defense Evasion,Critical,19,0.3592537313432836,False,19,2.632628639808536,True,False,False,True,False,True,25,Script Kiddie
2024-01-29 16:43:59,222.248.160.81,Ukraine,48.0189,31.803,HTTP,xss,145,77.34,40,21281,0,Driven Explorer,78,T1189,Drive-by Compromise,Initial Access,High,16,0.5297260273972603,False,16,1.8509063058463109,True,False,False,True,False,True,25,Script Kiddie
2024-01-12 19:37:03,10.14.94.213,Russia,61.2132,106.6327,FTP,brute_force,130,9.37,30,29716,1,Targeted Attacker,89,T1110,Brute Force,Credential Access,Critical,19,0.0715267175572519,False,19,12.536162005785922,True,True,False,True,False,True,25,Script Kiddie
2024-01-15 16:32:24,116.232.207.147,South Korea,39.5503,131.3198,SMTP,port_scan,149,66.74,48,2788,0,Driven Explorer,79,T1046,Network Service Discovery,Discovery,Medium,16,0.4449333333333333,False,16,2.1995866548568057,True,False,False,True,False,True,25,Script Kiddie
2024-01-26 22:28:06,166.44.10.64,India,21.6438,78.9766,SMTP,xss,88,117.9,6,33166,2,Casual Scanner,40,T1189,Drive-by Compromise,Initial Access,High,22,1.3247191011235955,False,22,0.7401177460050462,True,False,False,True,False,False,25,Script Kiddie
2024-01-13 12:58:18,14.202.161.166,Ukraine,48.6201,32.2637,FTP,brute_force,105,93.05,44,39283,1,Targeted Attacker,85,T1110,Brute Force,Credential Access,Critical,12,0.8778301886792452,False,12,1.1164274322169059,True,False,False,True,False,True,25,Script Kiddie
2024-01-22 10:46:54,150.169.36.235,India,16.5388,80.7467,FTP,sql_injection,155,104.86,22,5441,0,Driven Explorer,80,T1190,Exploit Public-Facing Application,Initial Access,Critical,10,0.6721794871794872,False,10,1.4641979973549972,True,False,False,True,False,True,25,Script Kiddie
2024-01-18 16:05:19,172.179.212.243,South Korea,37.8926,126.6865,SMTP,credential_stuffing,97,77.4,22,8475,0,Driven Explorer,64,T1078,Valid Accounts,Defense Evasion,Critical,16,0.789795918367347,False,16,1.2372448979591837,True,False,False,True,False,True,25,Script Kiddie
2024-01-12 13:23:01,243.196.124.50,UK,55.642,-1.9758,HTTP,port_scan,80,22.04,14,22495,2,Casual Scanner,40,T1046,Network Service Discovery,Discovery,Medium,13,0.27209876543209877,False,13,3.4722222222222223,True,False,False,True,False,True,25,Script Kiddie
2024-01-27 06:49:34,87.224.196.159,USA,32.8619,-92.2686,HTTP,directory_traversal,190,106.1,3,43480,1,Targeted Attacker,98,T1083,File and Directory Discovery,Discovery,High,6,0.5554973821989528,True,6,1.7740429505135389,True,False,True,False,False,True,70,Script Kiddie
2024-01-29 17:39:51,94.173.184.61,Netherlands,48.6751,2.0998,Telnet,directory_traversal,43,86.68,3,27026,2,Casual Scanner,35,T1083,File and Directory Discovery,Discovery,Medium,17,1.9700000000000002,False,17,0.49041970802919704,False,False,True,False,False,False,25,Script Kiddie
2024-01-26 09:15:19,174.242.146.253,Brazil,-11.7111,-49.0873,Telnet,xss,121,108.52,13,24206,2,Casual Scanner,40,T1189,Drive-by Compromise,Initial Access,High,9,0.8895081967213114,False,9,1.1048210372534697,True,False,False,True,False,True,25,Script Kiddie
2024-01-07 15:10:52,165.123.223.96,Japan,34.0225,137.0716,RDP,brute_force,155,17.04,17,3519,0,Driven Explorer,80,T1110,Brute Force,Credential Access,High,15,0.10923076923076923,False,15,8.592017738359202,True,False,False,True,False,True,25,Script Kiddie
2024-01-09 10:48:10,24.242.233.57,France,49.6865,5.7254,DNS,xss,116,108.68,10,28770,2,Casual Scanner,40,T1189,Drive-by Compromise,Initial Access,High,10,0.928888888888889,False,10,1.0576221735959153,True,False,False,True,False,True,25,Script Kiddie
2024-01-08 03:32:23,8.81.238.26,UK,53.874,-8.1693,DNS,credential_stuffing,99,119.35,24,14815,0,Driven Explorer,64,T1078,Valid Accounts,Defense Evasion,Critical,3,1.1935,True,3,0.8226007478188617,True,False,False,True,False,False,45,Script Kiddie
2024-01-16 02:58:53,121.114.157.2,South Korea,34.2607,124.2274,SSH,brute_force,179,99.82,49,46338,1,Targeted Attacker,96,T1110,Brute Force,Credential Access,Critical,2,0.5545555555555555,True,2,1.775441380678437,True,False,False,True,False,True,45,Script Kiddie
2024-01-14 22:38:33,32.12.61.108,Brazil,-17.0785,-55.4301,SMTP,directory_traversal,29,93.25,16,19836,2,Casual Scanner,25,T1083,File and Directory Discovery,Discovery,Medium,22,3.1083333333333334,False,22,0.3076923076923077,False,False,False,True,False,False,0,Researcher/Scanner
2024-01-21 14:34:01,75.109.0.158,Ukraine,44.0075,34.5325,FTP,port_scan,132,69.22,46,9509,0,Driven Explorer,74,T1046,Network Service Discovery,Discovery,Medium,14,0.5204511278195488,False,14,1.8798063229849047,True,False,False,True,False,True,25,Script Kiddie
2024-01-17 05:23:04,6.99.223.121,Iran,31.5936,55.3317,SSH,credential_stuffing,140,61.13,33,36416,1,Targeted Attacker,91,T1078,Valid Accounts,Defense Evasion,Critical,5,0.43354609929078014,True,5,2.253339771446966,True,False,False,True,False,True,45,Script Kiddie
2024-01-12 00:50:04,198.148.188.194,Netherlands,56.943,2.8278,FTP,port_scan,62,88.09,41,6893,0,Driven Explorer,53,T1046,Network Service Discovery,Discovery,Medium,0,1.3982539682539683,True,0,0.6959254686272308,True,False,False,True,False,False,45,Script Kiddie
2024-01-22 17:53:49,47.207.34.17,China,34.3847,102.5809,SMTP,xss,119,117.71,31,41501,1,Targeted Attacker,87,T1189,Drive-by Compromise,Initial Access,Critical,17,0.9809166666666667,False,17,1.002442928144217,True,False,False,True,False,True,25,Script Kiddie
2024-01-30 08:02:20,65.9.192.166,China,33.7961,99.6335,HTTP,sql_injection,80,62.09,35,31124,1,Targeted Attacker,82,T1190,Exploit Public-Facing Application,Initial Access,Critical,8,0.7665432098765432,False,8,1.2680297987002693,True,False,False,True,False,True,25,Script Kiddie
2024-01-26 17:17:07,113.229.244.99,India,24.2151,74.4409,FTP,port_scan,95,52.72,26,48813,1,Targeted Attacker,84,T1046,Network Service Discovery,Discovery,High,17,0.5491666666666667,False,17,1.7684288905435592,True,False,False,True,False,True,25,Script Kiddie
2024-01-03 19:17:51,211.46.139.76,Ukraine,50.3001,29.8391,FTP,brute_force,187,51.23,28,39582,1,Targeted Attacker,98,T1110,Brute Force,Credential Access,Critical,19,0.27249999999999996,False,19,3.5803178250047867,True,False,False,True,False,True,25,Script Kiddie
2024-01-06 13:45:27,187.222.233.91,Russia,59.8032,103.2752,RDP,xss,177,53.55,29,2875,0,Driven Explorer,80,T1189,Drive-by Compromise,Initial Access,High,13,0.3008426966292135,False,13,3.244729605866178,True,False,False,True,False,True,25,Script Kiddie
2024-01-13 03:42:40,41.243.7.37,Brazil,-12.8403,-49.0105,DNS,directory_traversal,94,61.81,48,44625,1,Targeted Attacker,84,T1083,File and Directory Discovery,Discovery,High,3,0.6506315789473684,True,3,1.4965769781881866,True,False,False,True,False,True,45,Script Kiddie
2024-01-12 04:49:41,155.39.173.116,South Korea,38.7209,123.1149,FTP,sql_injection,93,46.25,37,2222,0,Driven Explorer,62,T1190,Exploit Public-Facing Application,Initial Access,Critical,4,0.4920212765957447,True,4,1.9682539682539681,True,False,False,True,False,True,45,Script Kiddie
2024-01-21 15:25:20,189.47.127.133,Ukraine,51.0102,31.9048,Telnet,directory_traversal,72,30.33,8,1798,2,Casual Scanner,40,T1083,File and Directory Discovery,Discovery,Medium,15,0.4154794520547945,False,15,2.298116820938398,True,False,False,True,False,True,25,Script Kiddie
2024-01-23 13:39:18,116.44.230.183,Russia,59.1418,102.9217,Telnet,brute_force,126,24.42,9,4953,0,Driven Explorer,72,T1110,Brute Force,Credential Access,High,13,0.19228346456692916,False,13,4.956726986624704,True,False,False,True,False,True,25,Script Kiddie
2024-01-03 11:22:45,183.181.237.180,Japan,38.0241,141.7081,SMTP,port_scan,141,65.29,20,10422,0,Driven Explorer,77,T1046,Network Service Discovery,Discovery,Medium,11,0.45978873239436624,False,11,2.127017649720923,True,False,False,True,False,True,25,Script Kiddie
2024-01-08 23:50:08,95.119.205.252,Japan,34.8197,135.4953,RDP,port_scan,127,3.64,36,37604,1,Targeted Attacker,89,T1046,Network Service Discovery,Discovery,High,23,0.0284375,False,23,27.37068965517241,True,True,False,True,False,True,25,Script Kiddie
2024-01-16 12:45:46,19.32.248.82,Iran,36.2704,49.3455,SMTP,brute_force,135,49.59,27,37776,1,Targeted Attacker,90,T1110,Brute Force,Credential Access,Critical,12,0.3646323529411765,False,12,2.6685115635501084,True,False,False,True,False,True,25,Script Kiddie
2024-01-18 07:53:49,111.128.233.223,Ukraine,48.0377,31.3392,SSH,brute_force,164,70.74,50,8556,0,Driven Explorer,80,T1110,Brute Force,Credential Access,High,7,0.4287272727272727,False,7,2.286032896570951,True,False,False,True,False,True,25,Script Kiddie
2024-01-12 11:45:14,51.162.244.142,Romania,42.4734,21.6134,FTP,port_scan,133,107.44,6,16523,0,Driven Explorer,74,T1046,Network Service Discovery,Discovery,Medium,11,0.8017910447761194,False,11,1.2264846919955736,True,False,False,True,False,True,25,Script Kiddie
2024-01-19 14:10:37,231.154.86.216,South Korea,33.936,128.1017,RDP,brute_force,40,20.96,40,47327,1,Targeted Attacker,76,T1110,Brute Force,Credential Access,Critical,14,0.511219512195122,False,14,1.8214936247723132,False,False,False,True,False,True,0,Script Kiddie
2024-01-09 22:49:36,159.163.7.128,Canada,59.7682,-110.5346,SMTP,directory_traversal,167,25.69,37,27401,1,Targeted Attacker,95,T1083,File and Directory Discovery,Discovery,High,22,0.15291666666666667,False,22,6.257025103034844,True,False,False,True,False,True,25,Script Kiddie
2024-01-13 09:51:43,41.112.106.124,Brazil,-12.8159,-53.9044,Telnet,port_scan,77,54.7,45,4026,0,Driven Explorer,58,T1046,Network Service Discovery,Discovery,Medium,9,0.7012820512820513,False,9,1.3824057450628366,True,False,False,True,False,True,25,Script Kiddie
2024-01-12 18:46:55,144.27.81.62,India,21.6603,77.0887,Telnet,brute_force,103,16.13,24,33849,1,Targeted Attacker,85,T1110,Brute Force,Credential Access,Critical,18,0.15509615384615383,False,18,6.0128429655575015,True,False,False,True,False,True,25,Script Kiddie
2024-01-20 03:24:55,240.147.184.81,Brazil,-14.739,-55.5165,HTTP,port_scan,108,30.17,11,21558,2,Casual Scanner,40,T1046,Network Service Discovery,Discovery,Medium,3,0.2767889908256881,True,3,3.4648700673724733,True,False,False,True,False,True,45,Script Kiddie
2024-01-03 20:31:01,150.90.12.13,Ukraine,53.3391,30.8338,FTP,xss,101,60.9,16,14199,0,Driven Explorer,65,T1189,Drive-by Compromise,Initial Access,High,20,0.5970588235294118,False,20,1.631663974151858,True,False,False,True,False,True,25,Script Kiddie
2024-01-28 14:34:00,94.195.103.94,Iran,36.2513,55.2306,SSH,xss,28,52.0,17,47777,2,Casual Scanner,24,T1189,Drive-by Compromise,Initial Access,High,14,1.793103448275862,False,14,0.5283018867924528,False,False,False,True,False,False,0,Researcher/Scanner
2024-01-17 15:04:24,175.156.30.33,China,36.5645,101.142,SSH,xss,116,91.85,18,40944,1,Targeted Attacker,87,T1189,Drive-by Compromise,Initial Access,Critical,15,0.785042735042735,False,15,1.2493268712977923,True,False,False,True,False,True,25,Script Kiddie
2024-01-07 22:48:09,12.9.35.183,India,23.5427,77.3538,FTP,xss,155,61.34,33,2738,0,Driven Explorer,80,T1189,Drive-by Compromise,Initial Access,High,22,0.3932051282051282,False,22,2.486365094642284,True,False,False,True,False,True,25,Script Kiddie
2024-01-20 15:20:59,216.76.151.87,Romania,45.5131,26.0294,RDP,directory_traversal,82,19.92,40,48552,1,Targeted Attacker,82,T1083,File and Directory Discovery,Discovery,High,15,0.24000000000000002,False,15,3.9196940726577436,True,False,False,True,False,True,25,Script Kiddie
2024-01-11 14:01:23,79.203.230.186,Romania,45.8417,25.596,DNS,credential_stuffing,173,13.6,27,38353,1,Targeted Attacker,95,T1078,Valid Accounts,Defense Evasion,Critical,14,0.07816091954022988,False,14,11.849315068493151,True,False,False,True,False,True,25,Script Kiddie
2024-01-19 22:50:49,123.43.134.162,South Korea,31.1743,127.5128,SMTP,directory_traversal,148,27.69,4,38341,1,Targeted Attacker,92,T1083,File and Directory Discovery,Discovery,High,22,0.18583892617449665,False,22,5.15859184384803,True,False,True,False,False,True,50,Script Kiddie
2024-01-23 17:02:36,108.38.105.177,Japan,39.6165,134.7307,HTTP,xss,29,23.3,29,20658,2,Casual Scanner,25,T1189,Drive-by Compromise,Initial Access,High,17,0.7766666666666667,False,17,1.1934156378600822,False,False,False,True,False,True,0,Script Kiddie
2024-01-02 20:47:46,84.169.122.135,Romania,48.6929,29.172,Telnet,sql_injection,181,17.0,14,36858,1,Targeted Attacker,97,T1190,Exploit Public-Facing Application,Initial Access,Critical,20,0.09340659340659341,False,20,10.055555555555555,True,False,False,True,False,True,25,Script Kiddie
2024-01-28 15:43:49,157.123.49.246,USA,36.6868,-95.3816,HTTP,sql_injection,185,81.85,45,17425,0,Driven Explorer,80,T1190,Exploit Public-Facing Application,Initial Access,Critical,15,0.44005376344086017,False,15,2.2329511164755584,True,False,False,True,False,True,25,Script Kiddie
2024-01-23 23:49:18,123.89.143.240,Romania,43.9282,29.3817,DNS,credential_stuffing,54,82.98,32,20877,2,Casual Scanner,40,T1078,Valid Accounts,Defense Evasion,Critical,23,1.5087272727272727,False,23,0.6430102405334603,True,False,False,True,False,False,25,Script Kiddie
2024-01-27 15:57:25,11.73.244.183,Brazil,-16.3571,-51.1905,SSH,sql_injection,89,114.58,10,19135,2,Casual Scanner,40,T1190,Exploit Public-Facing Application,Initial Access,Critical,15,1.273111111111111,False,15,0.7700294168541271,True,False,False,True,False,False,25,Script Kiddie
2024-01-18 14:12:52,36.27.157.190,UK,54.8019,-5.8716,RDP,port_scan,70,112.0,45,17900,0,Driven Explorer,56,T1046,Network Service Discovery,Discovery,Medium,14,1.5774647887323943,False,14,0.6194690265486725,True,False,False,True,False,False,25,Script Kiddie
2024-01-04 09:14:03,175.197.35.2,Germany,46.6734,14.5033,RDP,port_scan,106,39.97,31,6689,0,Driven Explorer,66,T1046,Network Service Discovery,Discovery,Medium,9,0.37355140186915886,False,9,2.587258969978033,True,False,False,True,False,True,25,Script Kiddie
2024-01-25 14:41:12,233.196.22.167,Netherlands,53.6615,9.0978,RDP,port_scan,74,38.88,42,3977,0,Driven Explorer,57,T1046,Network Service Discovery,Discovery,Medium,14,0.5184000000000001,False,14,1.855566700100301,True,False,False,True,False,True,25,Script Kiddie
2024-01-14 02:58:11,202.126.47.240,Romania,48.3301,28.4701,SMTP,sql_injection,46,112.1,3,26117,2,Casual Scanner,37,T1190,Exploit Public-Facing Application,Initial Access,Critical,2,2.3851063829787233,True,2,0.4067197170645447,False,False,True,False,False,False,45,Script Kiddie
2024-01-10 16:59:21,127.227.240.35,UK,50.7528,-5.4521,DNS,directory_traversal,117,118.7,35,34461,1,Targeted Attacker,87,T1083,File and Directory Discovery,Discovery,High,16,1.0059322033898306,False,16,0.9774436090225563,True,False,False,True,False,False,25,Script Kiddie
2024-01-21 11:46:29,87.202.75.146,Ukraine,46.1078,34.2537,SMTP,port_scan,66,86.37,1,48374,2,Casual Scanner,40,T1046,Network Service Discovery,Discovery,Medium,11,1.2891044776119405,False,11,0.7554080347945519,True,False,True,False,False,False,50,Script Kiddie
2024-01-11 12:27:32,252.35.122.83,USA,38.1997,-94.3256,HTTP,brute_force,23,48.4,7,12209,2,Casual Scanner,21,T1110,Brute Force,Credential Access,High,12,2.0166666666666666,False,12,0.46558704453441296,False,False,False,True,False,False,0,Researcher/Scanner
2024-01-19 10:21:19,93.177.60.16,Brazil,-15.3993,-52.4579,SMTP,brute_force,186,68.96,17,42939,1,Targeted Attacker,97,T1110,Brute Force,Credential Access,Critical,10,0.3687700534759358,False,10,2.658662092624357,True,False,False,True,False,True,25,Script Kiddie
2024-01-23 14:57:56,235.240.75.95,Ukraine,46.4475,30.2198,RDP,port_scan,198,37.66,8,41958,1,Targeted Attacker,99,T1046,Network Service Discovery,Discovery,High,14,0.18924623115577888,False,14,5.121572684945681,True,False,False,True,False,True,25,Script Kiddie
2024-01-14 13:38:23,138.205.170.212,Germany,55.7393,10.2333,HTTP,port_scan,180,66.13,31,49733,1,Targeted Attacker,97,T1046,Network Service Discovery,Discovery,High,13,0.3653591160220994,False,13,2.681364516609564,True,False,False,True,False,True,25,Script Kiddie
2024-01-23 05:28:33,16.212.140.232,South Korea,38.4552,131.4983,RDP,port_scan,93,9.83,37,7453,0,Driven Explorer,62,T1046,Network Service Discovery,Discovery,Medium,5,0.10457446808510638,True,5,8.587257617728532,True,True,False,True,False,True,45,Script Kiddie
2024-01-22 20:28:07,231.130.114.208,Iran,32.7945,50.3334,SSH,xss,53,86.17,32,6059,0,Driven Explorer,50,T1189,Drive-by Compromise,Initial Access,High,20,1.5957407407407407,False,20,0.6080073419754503,True,False,False,True,False,False,25,Script Kiddie
2024-01-26 03:29:43,210.0.190.56,USA,37.2227,-96.1449,RDP,brute_force,79,86.93,26,16776,0,Driven Explorer,58,T1110,Brute Force,Credential Access,High,3,1.0866250000000002,True,3,0.8984419424542249,True,False,False,True,False,False,45,Script Kiddie
2024-01-29 15:03:59,74.104.46.197,China,35.0987,106.1992,HTTP,credential_stuffing,18,118.34,31,2179,0,Driven Explorer,40,T1078,Valid Accounts,Defense Evasion,Critical,15,6.228421052631579,False,15,0.15082956259426847,False,False,False,True,True,False,30,Researcher/Scanner
2024-01-28 23:24:28,224.138.34.168,France,47.6864,1.4173,DNS,sql_injection,97,45.39,44,43471,1,Targeted Attacker,84,T1190,Exploit Public-Facing Application,Initial Access,Critical,23,0.46316326530612245,False,23,2.090967881008838,True,False,False,True,False,True,25,Script Kiddie
2024-01-27 15:46:14,173.184.139.109,Russia,58.3087,105.6914,RDP,xss,1,90.86,20,30443,2,Casual Scanner,5,T1189,Drive-by Compromise,Initial Access,High,15,45.43,False,15,0.010886131069018071,False,False,False,True,True,False,30,Researcher/Scanner
2024-01-29 07:12:59,108.157.196.240,Canada,53.427,-106.7405,SSH,port_scan,186,91.98,3,43366,1,Targeted Attacker,97,T1046,Network Service Discovery,Discovery,High,7,0.4918716577540107,False,7,2.00043020004302,True,False,True,False,False,True,50,Script Kiddie
2024-01-28 13:43:45,113.59.138.56,Germany,46.8386,11.3909,DNS,brute_force,13,29.75,3,26462,2,Casual Scanner,14,T1110,Brute Force,Credential Access,High,13,2.125,False,13,0.42276422764227645,False,False,True,False,False,False,25,Script Kiddie
2024-01-11 19:46:36,61.77.224.37,USA,37.1292,-97.8203,SMTP,directory_traversal,148,71.95,44,21115,0,Driven Explorer,79,T1083,File and Directory Discovery,Discovery,Medium,19,0.4828859060402685,False,19,2.0287868403015765,True,False,False,True,False,True,25,Script Kiddie
2024-01-24 15:37:56,127.12.248.89,Germany,50.3013,8.203,SMTP,credential_stuffing,45,75.31,28,36528,2,Casual Scanner,36,T1078,Valid Accounts,Defense Evasion,Critical,15,1.6371739130434784,False,15,0.5896999082689032,False,False,False,True,False,False,0,Researcher/Scanner
2024-01-13 13:09:19,218.57.76.220,Netherlands,54.9906,3.4786,SMTP,port_scan,48,90.65,31,15892,2,Casual Scanner,38,T1046,Network Service Discovery,Discovery,Medium,13,1.85,False,13,0.5237315875613747,False,False,False,True,False,False,0,Researcher/Scanner
2024-01-17 13:26:35,85.165.20.237,Japan,35.8351,133.8291,Telnet,sql_injection,35,46.92,17,13425,2,Casual Scanner,29,T1190,Exploit Public-Facing Application,Initial Access,Critical,13,1.3033333333333335,False,13,0.7303839732888147,False,False,False,True,False,False,0,Researcher/Scanner
2024-01-20 03:24:43,206.194.150.186,Russia,61.8804,108.6129,SMTP,directory_traversal,155,5.23,5,12431,0,Driven Explorer,80,T1083,File and Directory Discovery,Discovery,Medium,3,0.033525641025641026,True,3,24.879614767255216,True,True,True,False,False,True,70,Script Kiddie
2024-01-07 11:58:00,194.122.234.63,Germany,50.9596,14.1462,SMTP,directory_traversal,49,115.47,8,49047,2,Casual Scanner,39,T1083,File and Directory Discovery,Discovery,Medium,11,2.3094,False,11,0.4207091955009874,False,False,False,True,False,False,0,Researcher/Scanner
2024-01-13 15:49:18,67.92.131.226,France,43.2727,6.365,Telnet,xss,120,64.27,23,20312,0,Driven Explorer,71,T1189,Drive-by Compromise,Initial Access,High,15,0.5311570247933884,False,15,1.8385169296767276,True,False,False,True,False,True,25,Script Kiddie
2024-01-07 18:20:58,222.56.189.38,Russia,64.5522,107.5429,SSH,sql_injection,95,37.89,3,36965,2,Casual Scanner,40,T1190,Exploit Public-Facing Application,Initial Access,Critical,18,0.3946875,False,18,2.4427873489328875,True,False,True,False,False,True,50,Script Kiddie
2024-01-11 13:09:12,141.167.241.176,Romania,50.2908,25.7582,FTP,sql_injection,59,45.89,16,32822,2,Casual Scanner,40,T1190,Exploit Public-Facing Application,Initial Access,Critical,13,0.7648333333333334,False,13,1.2582640221795691,True,False,False,True,False,True,25,Script Kiddie
2024-01-06 17:31:29,185.139.125.48,Japan,39.4207,142.918,RDP,credential_stuffing,188,95.5,11,9272,0,Driven Explorer,80,T1078,Valid Accounts,Defense Evasion,Critical,17,0.5052910052910053,False,17,1.9481865284974094,True,False,False,True,False,True,25,Script Kiddie
2024-01-02 04:52:42,60.17.181.39,China,36.1011,107.5861,SSH,port_scan,196,1.26,9,41433,1,Targeted Attacker,99,T1046,Network Service Discovery,Discovery,High,4,0.006395939086294417,True,4,86.72566371681417,True,True,False,True,False,True,45,Script Kiddie
2024-01-30 17:59:39,137.141.105.4,Romania,45.5033,20.5713,SSH,directory_traversal,124,79.28,2,533,0,Driven Explorer,72,T1083,File and Directory Discovery,Discovery,Medium,17,0.63424,False,17,1.5445939212755355,True,False,True,False,False,True,50,Script Kiddie
2024-01-22 00:52:44,236.24.134.39,France,43.975,6.9885,HTTP,port_scan,111,96.84,12,7113,0,Driven Explorer,68,T1046,Network Service Discovery,Discovery,Medium,0,0.8646428571428572,True,0,1.1345053147996729,True,False,False,True,False,True,45,Script Kiddie
2024-01-12 10:25:05,58.76.175.212,Iran,32.6925,56.8401,DNS,brute_force,104,55.35,16,45794,1,Targeted Attacker,85,T1110,Brute Force,Credential Access,Critical,10,0.5271428571428571,False,10,1.8456078083407275,True,False,False,True,False,True,25,Script Kiddie
2024-01-13 01:25:24,180.43.21.128,South Korea,40.8245,129.2658,DNS,xss,142,57.38,41,719,0,Driven Explorer,77,T1189,Drive-by Compromise,Initial Access,High,1,0.4012587412587413,True,1,2.4323398424117846,True,False,False,True,False,True,45,Script Kiddie
2024-01-17 20:06:57,122.69.11.237,South Korea,38.7516,128.4255,SSH,credential_stuffing,11,27.96,45,37244,2,Casual Scanner,12,T1078,Valid Accounts,Defense Evasion,Critical,20,2.33,False,20,0.3798342541436464,False,False,False,True,False,False,0,Researcher/Scanner
2024-01-28 17:11:59,37.192.210.183,UK,53.1818,-3.0057,DNS,xss,81,2.37,14,38571,2,Casual Scanner,40,T1189,Drive-by Compromise,Initial Access,High,17,0.028902439024390245,False,17,24.03560830860534,True,True,False,True,False,True,25,Script Kiddie
2024-01-13 09:53:54,194.189.35.203,UK,51.1475,-6.8115,SMTP,credential_stuffing,174,107.63,22,25255,1,Targeted Attacker,96,T1078,Valid Accounts,Defense Evasion,Critical,9,0.6150285714285714,False,9,1.6017674675504006,True,False,False,True,False,True,25,Script Kiddie
2024-01-27 03:27:14,245.152.101.249,Russia,61.5319,110.062,DNS,sql_injection,20,41.2,50,40330,2,Casual Scanner,19,T1190,Exploit Public-Facing Application,Initial Access,Critical,3,1.961904761904762,True,3,0.4739336492890995,False,False,False,True,False,False,20,Researcher/Scanner
2024-01-18 13:14:22,170.97.21.198,China,37.2029,107.0309,RDP,sql_injection,97,52.11,44,38495,1,Targeted Attacker,84,T1190,Exploit Public-Facing Application,Initial Access,Critical,13,0.531734693877551,False,13,1.8263980418000376,True,False,False,True,False,True,25,Script Kiddie
2024-01-26 10:24:45,93.27.23.2,Japan,33.6693,133.988,FTP,xss,163,18.94,25,20853,0,Driven Explorer,80,T1189,Drive-by Compromise,Initial Access,High,10,0.11548780487804879,False,10,8.174523570712136,True,False,False,True,False,True,25,Script Kiddie
2024-01-18 05:27:28,23.90.141.24,India,23.2072,74.9852,RDP,directory_traversal,143,61.74,7,1821,0,Driven Explorer,77,T1083,File and Directory Discovery,Discovery,Medium,5,0.42875,True,5,2.279247688874721,True,False,False,True,False,True,45,Script Kiddie
2024-01-03 10:24:49,134.43.175.98,Japan,34.4491,137.1053,HTTP,port_scan,186,108.19,16,37583,1,Targeted Attacker,97,T1046,Network Service Discovery,Discovery,High,10,0.5785561497326203,False,10,1.7034526971334372,True,False,False,True,False,True,25,Script Kiddie
2024-01-14 04:27:17,65.241.63.185,Brazil,-16.2237,-51.9941,SMTP,xss,77,58.37,5,23766,2,Casual Scanner,40,T1189,Drive-by Compromise,Initial Access,High,4,0.7483333333333333,True,4,1.2969513222166078,True,False,True,False,False,True,70,Script Kiddie
